0,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,3,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,Inf,Inf,2,4,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,1,Inf,4,3,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,Inf,Inf,2,1,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,3,Inf,Inf,1,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,2,Inf,Inf,Inf,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,2,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,4,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,Inf,3,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,Inf,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Inf,3,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,3,Inf,Inf,7,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inf,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
